Domain, Country,Element,Item,Year,Unit,Value
Crops,Goa,Yield,Wheat,2015,hg/ha,35263
Crops,Goa,Yield,Wheat,2016,hg/ha,42945
Crops,Goa,Yield,Wheat,2017,hg/ha,41739
Crops,Goa,Yield,Wheat,2018,hg/ha,40196
Crops,Goa,Yield,Wheat,2019,hg/ha,38392
Crops,Goa,Yield,Carrots and turnips,2017,hg/ha,281926
Crops,Goa,Yield,Carrots and turnips,2018,hg/ha,252481
Crops,Goa,Yield,Carrots and turnips,2019,hg/ha,277857
Crops,Goa,Yield,Maize,1961,hg/ha,4477
Crops,Goa,Yield,Maize,1962,hg/ha,6822
Crops,Goa,Yield,Maize,1963,hg/ha,7500
Crops,Goa,Yield,Maize,1964,hg/ha,6722
Crops,Goa,Yield,Maize,1965,hg/ha,2668
Crops,Goa,Yield,Maize,1966,hg/ha,5647
Crops,Goa,Yield,Maize,1967,hg/ha,1121
Crops,Goa,Yield,Maize,1968,hg/ha,2553
Crops,Goa,Yield,Maize,1969,hg/ha,2745
Crops,Goa,Yield,Maize,1970,hg/ha,693
Crops,Goa,Yield,Maize,1971,hg/ha,6667
Crops,Goa,Yield,Maize,1972,hg/ha,10842
Crops,Goa,Yield,Maize,1973,hg/ha,4460
Crops,Goa,Yield,Maize,1974,hg/ha,4843
Crops,Goa,Yield,Maize,1975,hg/ha,7175
Crops,Goa,Yield,Maize,1976,hg/ha,7830
Crops,Goa,Yield,Maize,1977,hg/ha,5446
Crops,Goa,Yield,Maize,1978,hg/ha,3111
Crops,Goa,Yield,Maize,1979,hg/ha,1066
Crops,Goa,Yield,Maize,1980,hg/ha,2495
Crops,Goa,Yield,Maize,1981,hg/ha,3611
Crops,Goa,Yield,Maize,1982,hg/ha,5188
Crops,Goa,Yield,Maize,1983,hg/ha,4334
Crops,Goa,Yield,Maize,1984,hg/ha,1485
Crops,Goa,Yield,Maize,1985,hg/ha,1816
Crops,Goa,Yield,Maize,1986,hg/ha,4091
Crops,Goa,Yield,Maize,1987,hg/ha,6065
Crops,Goa,Yield,Maize,1988,hg/ha,2322
Crops,Goa,Yield,Maize,1989,hg/ha,3779
Crops,Goa,Yield,Maize,1990,hg/ha,2899
Crops,Goa,Yield,Maize,1991,hg/ha,3962
Crops,Goa,Yield,Maize,1992,hg/ha,1899
Crops,Goa,Yield,Maize,1993,hg/ha,1353
Crops,Goa,Yield,Maize,1994,hg/ha,1698
Crops,Goa,Yield,Maize,1995,hg/ha,9477
Crops,Goa,Yield,Maize,1996,hg/ha,2463
Crops,Goa,Yield,Maize,1997,hg/ha,2867
Crops,Goa,Yield,Maize,1998,hg/ha,910
Crops,Goa,Yield,Maize,1999,hg/ha,1111
Crops,Goa,Yield,Maize,2000,hg/ha,1123
Crops,Goa,Yield,Maize,2001,hg/ha,1992
Crops,Goa,Yield,Maize,2002,hg/ha,2947
Crops,Goa,Yield,Maize,2003,hg/ha,2144
Crops,Goa,Yield,Maize,2004,hg/ha,1743
Crops,Goa,Yield,Maize,2005,hg/ha,2297
Crops,Goa,Yield,Maize,2006,hg/ha,2511
Crops,Goa,Yield,Maize,2007,hg/ha,1219
Crops,Goa,Yield,Maize,2008,hg/ha,1844
Crops,Goa,Yield,Maize,2009,hg/ha,2429
Crops,Goa,Yield,Maize,2010,hg/ha,1617
Crops,Goa,Yield,Maize,2011,hg/ha,3473
Crops,Goa,Yield,Maize,2012,hg/ha,1370
Crops,Goa,Yield,Maize,2013,hg/ha,849
Crops,Goa,Yield,Maize,2014,hg/ha,2740
Crops,Goa,Yield,Maize,2015,hg/ha,2552
Crops,Goa,Yield,Maize,2016,hg/ha,2215
Crops,Goa,Yield,Maize,2017,hg/ha,2403
Crops,Goa,Yield,Maize,2018,hg/ha,3215
Crops,Goa,Yield,Maize,2019,hg/ha,2029
Crops,Goa,Yield,Potatoes,2017,hg/ha,154313
Crops,Goa,Yield,Potatoes,2018,hg/ha,154768
Crops,Goa,Yield,Potatoes,2019,hg/ha,21176
Crops,Goa,Yield,Sweet potatoes,2018,hg/ha,114286
Crops,Goa,Yield,Sweet potatoes,2019,hg/ha,100000
Crops,Goa,Yield,Wheat,1961,hg/ha,25000
Crops,Goa,Yield,Wheat,1962,hg/ha,25000
Crops,Goa,Yield,Wheat,1963,hg/ha,25000
Crops,Goa,Yield,Wheat,1964,hg/ha,25000
Crops,Goa,Yield,Wheat,1965,hg/ha,25000
Crops,Goa,Yield,Wheat,1966,hg/ha,23684
Crops,Goa,Yield,Wheat,1967,hg/ha,23684
Crops,Goa,Yield,Wheat,1968,hg/ha,23842
Crops,Goa,Yield,Wheat,1969,hg/ha,22367
Crops,Goa,Yield,Wheat,1970,hg/ha,18947
Crops,Goa,Yield,Wheat,1971,hg/ha,25000
Crops,Goa,Yield,Wheat,1972,hg/ha,25000
Crops,Goa,Yield,Wheat,1973,hg/ha,20680
Crops,Goa,Yield,Wheat,1974,hg/ha,20370
Crops,Goa,Yield,Wheat,1975,hg/ha,20370
Crops,Goa,Yield,Wheat,1976,hg/ha,21111
Crops,Goa,Yield,Wheat,1977,hg/ha,20000
Crops,Goa,Yield,Wheat,1978,hg/ha,20000
Crops,Goa,Yield,Wheat,1979,hg/ha,20000
Crops,Goa,Yield,Wheat,1980,hg/ha,20000
Crops,Goa,Yield,Wheat,1981,hg/ha,20000
Crops,Goa,Yield,Wheat,1982,hg/ha,20000
Crops,Goa,Yield,Wheat,1983,hg/ha,20000
Crops,Goa,Yield,Wheat,1984,hg/ha,20000
Crops,Goa,Yield,Wheat,1985,hg/ha,20000
Crops,Goa,Yield,Wheat,1986,hg/ha,20000
Crops,Goa,Yield,Wheat,1987,hg/ha,20000
Crops,Goa,Yield,Wheat,1988,hg/ha,20000
Crops,Goa,Yield,Wheat,1989,hg/ha,20000
Crops,Goa,Yield,Wheat,1990,hg/ha,26178
Crops,Goa,Yield,Wheat,1991,hg/ha,22255
Crops,Goa,Yield,Wheat,1992,hg/ha,21459
Crops,Goa,Yield,Wheat,1993,hg/ha,20709
Crops,Goa,Yield,Wheat,1994,hg/ha,19881
Crops,Goa,Yield,Wheat,1995,hg/ha,19108
Crops,Goa,Yield,Wheat,1996,hg/ha,18922
Crops,Goa,Yield,Wheat,1997,hg/ha,17218
Crops,Goa,Yield,Wheat,1998,hg/ha,16667
Crops,Goa,Yield,Wheat,1999,hg/ha,16321
Crops,Goa,Yield,Wheat,2000,hg/ha,15876
Crops,Goa,Yield,Wheat,2001,hg/ha,15714
Crops,Goa,Yield,Wheat,2002,hg/ha,14545
Crops,Goa,Yield,Wheat,2003,hg/ha,13674
Crops,Goa,Yield,Wheat,2004,hg/ha,12683
Crops,Goa,Yield,Wheat,2005,hg/ha,11604
Crops,Goa,Yield,Wheat,2006,hg/ha,10447
Crops,Goa,Yield,Wheat,2007,hg/ha,9000
Crops,Goa,Yield,Wheat,2008,hg/ha,8000
Crops,Goa,Yield,Wheat,2018,hg/ha,13319
Crops,Goa,Yield,Wheat,2019,hg/ha,6081
Crops,Goa,Yield,Barley,1961,hg/ha,7715
Crops,Goa,Yield,Barley,1962,hg/ha,9713
Crops,Goa,Yield,Barley,1963,hg/ha,6729
Crops,Goa,Yield,Barley,1964,hg/ha,9199
Crops,Goa,Yield,Barley,1965,hg/ha,8182
Crops,Goa,Yield,Barley,1966,hg/ha,8429
Crops,Goa,Yield,Barley,1967,hg/ha,7347
Crops,Goa,Yield,Barley,1968,hg/ha,8344
Crops,Goa,Yield,Barley,1969,hg/ha,10349
Crops,Goa,Yield,Barley,1970,hg/ha,10675
Crops,Goa,Yield,Barley,1971,hg/ha,8292
Crops,Goa,Yield,Barley,1972,hg/ha,7788
Crops,Goa,Yield,Barley,1973,hg/ha,7186
Crops,Goa,Yield,Barley,1974,hg/ha,7398
Crops,Goa,Yield,Barley,1975,hg/ha,10729
Crops,Goa,Yield,Barley,1976,hg/ha,12691
Crops,Goa,Yield,Barley,1977,hg/ha,10178
Crops,Goa,Yield,Barley,1978,hg/ha,16094
Crops,Goa,Yield,Barley,1979,hg/ha,11586
Crops,Goa,Yield,Barley,1980,hg/ha,10365
Crops,Goa,Yield,Barley,1981,hg/ha,11491
Crops,Goa,Yield,Barley,1982,hg/ha,5904
Crops,Goa,Yield,Barley,1983,hg/ha,10326
Crops,Goa,Yield,Barley,1984,hg/ha,10591
Crops,Goa,Yield,Barley,1985,hg/ha,15467
Crops,Goa,Yield,Barley,1986,hg/ha,18009
Crops,Goa,Yield,Barley,1987,hg/ha,19135
Crops,Goa,Yield,Barley,1988,hg/ha,12310
Crops,Goa,Yield,Barley,1989,hg/ha,21903
Crops,Goa,Yield,Barley,1990,hg/ha,14976
Crops,Goa,Yield,Barley,1991,hg/ha,11458
Crops,Goa,Yield,Barley,1992,hg/ha,18732
Crops,Goa,Yield,Barley,1993,hg/ha,16395
Crops,Goa,Yield,Barley,1994,hg/ha,16903
Crops,Goa,Yield,Barley,1995,hg/ha,15064
Crops,Goa,Yield,Barley,1996,hg/ha,24887
Crops,Goa,Yield,Barley,1997,hg/ha,20281
Crops,Goa,Yield,Barley,1998,hg/ha,19255
Crops,Goa,Yield,Barley,1999,hg/ha,23450
Crops,Goa,Yield,Barley,2000,hg/ha,19437
Crops,Goa,Yield,Barley,2001,hg/ha,20826
Crops,Goa,Yield,Barley,2002,hg/ha,16595
Crops,Goa,Yield,Barley,2003,hg/ha,28964
Crops,Goa,Yield,Barley,2004,hg/ha,27941
Crops,Goa,Yield,Barley,2005,hg/ha,22576
Crops,Goa,Yield,Barley,2006,hg/ha,24695
Crops,Goa,Yield,Barley,2007,hg/ha,23488
Crops,Goa,Yield,Barley,2008,hg/ha,29887
Crops,Goa,Yield,Barley,2009,hg/ha,25984
Crops,Goa,Yield,Barley,2010,hg/ha,33115
Crops,Goa,Yield,Barley,2011,hg/ha,34439
Crops,Goa,Yield,Barley,2012,hg/ha,25793
Crops,Goa,Yield,Barley,2013,hg/ha,37441
Crops,Goa,Yield,Barley,2014,hg/ha,28120
Crops,Goa,Yield,Barley,2015,hg/ha,21559
Crops,Goa,Yield,Barley,2016,hg/ha,41699
Crops,Goa,Yield,Barley,2017,hg/ha,24903
Crops,Goa,Yield,Barley,2018,hg/ha,32591
Crops,Goa,Yield,Barley,2019,hg/ha,35945
Crops,Goa,Yield,Buckwheat,1961,hg/ha,11111
Crops,Goa,Yield,Buckwheat,1962,hg/ha,12632
Crops,Goa,Yield,Buckwheat,1963,hg/ha,11000
Crops,Goa,Yield,Buckwheat,1964,hg/ha,10625
Crops,Goa,Yield,Buckwheat,1965,hg/ha,10656
Crops,Goa,Yield,Buckwheat,1966,hg/ha,10606
Crops,Goa,Yield,Buckwheat,1967,hg/ha,12791
Crops,Goa,Yield,Buckwheat,1968,hg/ha,11316
Crops,Goa,Yield,Buckwheat,1969,hg/ha,11458
Crops,Goa,Yield,Buckwheat,1970,hg/ha,10938
Crops,Goa,Yield,Buckwheat,1971,hg/ha,11585
Crops,Goa,Yield,Buckwheat,1972,hg/ha,12338
Crops,Goa,Yield,Buckwheat,1973,hg/ha,11667
Crops,Goa,Yield,Buckwheat,1974,hg/ha,11452
Crops,Goa,Yield,Buckwheat,1975,hg/ha,11220
Crops,Goa,Yield,Buckwheat,1976,hg/ha,11400
Crops,Goa,Yield,Buckwheat,1977,hg/ha,10476
Crops,Goa,Yield,Buckwheat,1978,hg/ha,10349
Crops,Goa,Yield,Buckwheat,1979,hg/ha,10500
Crops,Goa,Yield,Buckwheat,1980,hg/ha,10385
Crops,Goa,Yield,Buckwheat,1981,hg/ha,10204
Crops,Goa,Yield,Buckwheat,1982,hg/ha,10233
Crops,Goa,Yield,Buckwheat,1983,hg/ha,10294
Crops,Goa,Yield,Buckwheat,1984,hg/ha,10345
Crops,Goa,Yield,Buckwheat,1985,hg/ha,10345
Crops,Goa,Yield,Buckwheat,1986,hg/ha,10294
Crops,Goa,Yield,Buckwheat,1987,hg/ha,10256
Crops,Goa,Yield,Buckwheat,1988,hg/ha,10370
Crops,Goa,Yield,Buckwheat,1989,hg/ha,10476
Crops,Goa,Yield,Buckwheat,1990,hg/ha,10400
Crops,Goa,Yield,Buckwheat,1991,hg/ha,10444
Crops,Goa,Yield,Buckwheat,1992,hg/ha,10556
Crops,Goa,Yield,Buckwheat,1993,hg/ha,10600
Crops,Goa,Yield,Buckwheat,1994,hg/ha,10577
Crops,Goa,Yield,Buckwheat,1995,hg/ha,10638
Crops,Goa,Yield,Buckwheat,1996,hg/ha,10655
Crops,Goa,Yield,Buckwheat,1997,hg/ha,10686
Crops,Goa,Yield,Buckwheat,1998,hg/ha,10710
Crops,Goa,Yield,Buckwheat,1999,hg/ha,10739
Crops,Goa,Yield,Buckwheat,2000,hg/ha,10768
Crops,Goa,Yield,Buckwheat,2001,hg/ha,10793
Crops,Goa,Yield,Buckwheat,2002,hg/ha,10667
Crops,Goa,Yield,Buckwheat,2003,hg/ha,10892
Crops,Goa,Yield,Buckwheat,2004,hg/ha,10958
Crops,Goa,Yield,Buckwheat,2005,hg/ha,10870
Crops,Goa,Yield,Buckwheat,2006,hg/ha,10851
Crops,Goa,Yield,Buckwheat,2007,hg/ha,10833
Crops,Goa,Yield,Buckwheat,2008,hg/ha,11317
Crops,Goa,Yield,Buckwheat,2009,hg/ha,11627
Crops,Goa,Yield,Buckwheat,2010,hg/ha,11899
Crops,Goa,Yield,Buckwheat,2011,hg/ha,12391
Crops,Goa,Yield,Buckwheat,2012,hg/ha,12766
Crops,Goa,Yield,Buckwheat,2013,hg/ha,12917
Crops,Goa,Yield,Buckwheat,2014,hg/ha,13061
Crops,Goa,Yield,Buckwheat,2015,hg/ha,13120
Crops,Goa,Yield,Buckwheat,2016,hg/ha,13182
Crops,Goa,Yield,Buckwheat,2017,hg/ha,13464
Crops,Goa,Yield,Buckwheat,2018,hg/ha,13662
Crops,Goa,Yield,Buckwheat,2019,hg/ha,13859
Crops,Goa,Yield,Garlic,1961,hg/ha,23315
Crops,Goa,Yield,Garlic,1962,hg/ha,22599
Crops,Goa,Yield,Garlic,1963,hg/ha,30743
Crops,Goa,Yield,Garlic,1964,hg/ha,23396
Crops,Goa,Yield,Garlic,1965,hg/ha,23538
Crops,Goa,Yield,Garlic,1966,hg/ha,24644
Crops,Goa,Yield,Garlic,1967,hg/ha,24069
Crops,Goa,Yield,Garlic,1968,hg/ha,25668
Crops,Goa,Yield,Garlic,1969,hg/ha,25522
Crops,Goa,Yield,Garlic,1970,hg/ha,25761
Crops,Goa,Yield,Garlic,1971,hg/ha,25615
Crops,Goa,Yield,Garlic,1972,hg/ha,28035
Crops,Goa,Yield,Garlic,1973,hg/ha,26522
Crops,Goa,Yield,Garlic,1974,hg/ha,26027
Crops,Goa,Yield,Garlic,1975,hg/ha,25846
Crops,Goa,Yield,Garlic,1976,hg/ha,34537
Crops,Goa,Yield,Garlic,1977,hg/ha,34884
Crops,Goa,Yield,Garlic,1978,hg/ha,33959
Crops,Goa,Yield,Garlic,1979,hg/ha,36935
Crops,Goa,Yield,Garlic,1980,hg/ha,32629
Crops,Goa,Yield,Garlic,1981,hg/ha,38048
Crops,Goa,Yield,Garlic,1982,hg/ha,34834
Crops,Goa,Yield,Garlic,1983,hg/ha,37350
Crops,Goa,Yield,Garlic,1984,hg/ha,36936
Crops,Goa,Yield,Garlic,1985,hg/ha,40143
Crops,Goa,Yield,Garlic,1986,hg/ha,43035
Crops,Goa,Yield,Garlic,1987,hg/ha,42427
Crops,Goa,Yield,Garlic,1988,hg/ha,39532
Crops,Goa,Yield,Garlic,1989,hg/ha,44141
Crops,Goa,Yield,Garlic,1990,hg/ha,41453
Crops,Goa,Yield,Garlic,1991,hg/ha,45489
Crops,Goa,Yield,Garlic,1992,hg/ha,46680
Crops,Goa,Yield,Garlic,1993,hg/ha,49846
Crops,Goa,Yield,Garlic,1994,hg/ha,47695
Crops,Goa,Yield,Garlic,1995,hg/ha,46259
Crops,Goa,Yield,Garlic,1996,hg/ha,43194
Crops,Goa,Yield,Garlic,1997,hg/ha,47081
Crops,Goa,Yield,Garlic,1998,hg/ha,50756
Crops,Goa,Yield,Garlic,1999,hg/ha,57709
Crops,Goa,Yield,Garlic,2000,hg/ha,63412
Crops,Goa,Yield,Garlic,2001,hg/ha,71271
Crops,Goa,Yield,Garlic,2002,hg/ha,72820
Crops,Goa,Yield,Garlic,2003,hg/ha,81528
Crops,Goa,Yield,Garlic,2004,hg/ha,81389
Crops,Goa,Yield,Garlic,2005,hg/ha,83188
Crops,Goa,Yield,Garlic,2006,hg/ha,83711
Crops,Goa,Yield,Garlic,2007,hg/ha,87939
Crops,Goa,Yield,Garlic,2008,hg/ha,89670
Crops,Goa,Yield,Garlic,2009,hg/ha,86209
Crops,Goa,Yield,Garlic,2010,hg/ha,99640
Crops,Goa,Yield,Garlic,2011,hg/ha,110839
Crops,Goa,Yield,Garlic,2012,hg/ha,106328
Crops,Goa,Yield,Garlic,2013,hg/ha,106859
Crops,Goa,Yield,Garlic,2014,hg/ha,97291
Crops,Goa,Yield,Garlic,2015,hg/ha,108696
Crops,Goa,Yield,Garlic,2016,hg/ha,116065
Crops,Goa,Yield,Garlic,2017,hg/ha,114182
Crops,Goa,Yield,Garlic,2018,hg/ha,112544
Crops,Goa,Yield,Garlic,2019,hg/ha,117337
Crops,Goa,Yield,Maize,1961,hg/ha,13123
Crops,Goa,Yield,Maize,1962,hg/ha,13048
Crops,Goa,Yield,Maize,1963,hg/ha,13092
Crops,Goa,Yield,Maize,1964,hg/ha,11606
Crops,Goa,Yield,Maize,1965,hg/ha,13809
Crops,Goa,Yield,Maize,1966,hg/ha,13066
Crops,Goa,Yield,Maize,1967,hg/ha,13828
Crops,Goa,Yield,Maize,1968,hg/ha,13369
Crops,Goa,Yield,Maize,1969,hg/ha,13149
Crops,Goa,Yield,Maize,1970,hg/ha,14421
Crops,Goa,Yield,Maize,1971,hg/ha,13393
Crops,Goa,Yield,Maize,1972,hg/ha,14130
Crops,Goa,Yield,Maize,1973,hg/ha,14295
Crops,Goa,Yield,Maize,1974,hg/ha,15248
Crops,Goa,Yield,Maize,1975,hg/ha,15048
Crops,Goa,Yield,Maize,1976,hg/ha,15967
Crops,Goa,Yield,Maize,1977,hg/ha,16322
Crops,Goa,Yield,Maize,1978,hg/ha,12197
Crops,Goa,Yield,Maize,1979,hg/ha,14406
Crops,Goa,Yield,Maize,1980,hg/ha,17790
Crops,Goa,Yield,Maize,1981,hg/ha,18330
Crops,Goa,Yield,Maize,1982,hg/ha,17308
Crops,Goa,Yield,Maize,1983,hg/ha,17496
Crops,Goa,Yield,Maize,1984,hg/ha,17610
Crops,Goa,Yield,Maize,1985,hg/ha,18662
Crops,Goa,Yield,Maize,1986,hg/ha,16486
Crops,Goa,Yield,Maize,1987,hg/ha,19843
Crops,Goa,Yield,Maize,1988,hg/ha,18775
Crops,Goa,Yield,Maize,1989,hg/ha,20582
Crops,Goa,Yield,Maize,1990,hg/ha,18735
Crops,Goa,Yield,Maize,1991,hg/ha,18084
Crops,Goa,Yield,Maize,1992,hg/ha,22828
Crops,Goa,Yield,Maize,1993,hg/ha,25321
Crops,Goa,Yield,Maize,1994,hg/ha,23629
Crops,Goa,Yield,Maize,1995,hg/ha,26005
Crops,Goa,Yield,Maize,1996,hg/ha,24761
Crops,Goa,Yield,Maize,1997,hg/ha,26228
Crops,Goa,Yield,Maize,1998,hg/ha,27964
Crops,Goa,Yield,Maize,1999,hg/ha,27765
Crops,Goa,Yield,Maize,2000,hg/ha,27182
Crops,Goa,Yield,Maize,2001,hg/ha,34019
Crops,Goa,Yield,Maize,2002,hg/ha,30559
Crops,Goa,Yield,Maize,2003,hg/ha,37273
Crops,Goa,Yield,Maize,2004,hg/ha,33671
Crops,Goa,Yield,Maize,2005,hg/ha,30403
Crops,Goa,Yield,Maize,2006,hg/ha,33823
Crops,Goa,Yield,Maize,2007,hg/ha,37852
Crops,Goa,Yield,Maize,2008,hg/ha,40800
Crops,Goa,Yield,Maize,2009,hg/ha,37145
Crops,Goa,Yield,Maize,2010,hg/ha,43667
Crops,Goa,Yield,Maize,2011,hg/ha,42107
Crops,Goa,Yield,Maize,2012,hg/ha,50057
Crops,Goa,Yield,Maize,2013,hg/ha,52536
Crops,Goa,Yield,Maize,2014,hg/ha,51761
Crops,Goa,Yield,Maize,2015,hg/ha,55353
Crops,Goa,Yield,Maize,2016,hg/ha,42877
Crops,Goa,Yield,Maize,2017,hg/ha,56183
Crops,Goa,Yield,Maize,2018,hg/ha,51076
Crops,Goa,Yield,Maize,2019,hg/ha,57734
Crops,Goa,Yield,Oats,1961,hg/ha,6648
Crops,Goa,Yield,Oats,1962,hg/ha,7661
Crops,Goa,Yield,Oats,1963,hg/ha,6259
Crops,Goa,Yield,Oats,1964,hg/ha,7417
Crops,Goa,Yield,Oats,1965,hg/ha,7668
Crops,Goa,Yield,Oats,1966,hg/ha,7366
Crops,Goa,Yield,Oats,1967,hg/ha,7694
Crops,Goa,Yield,Oats,1968,hg/ha,8711
Crops,Goa,Yield,Oats,1969,hg/ha,8656
Crops,Goa,Yield,Oats,1970,hg/ha,8713
Crops,Goa,Yield,Oats,1971,hg/ha,8479
Crops,Goa,Yield,Oats,1972,hg/ha,9054
Crops,Goa,Yield,Oats,1973,hg/ha,10150
Crops,Goa,Yield,Oats,1974,hg/ha,9748
Crops,Goa,Yield,Oats,1975,hg/ha,9286
Crops,Goa,Yield,Oats,1976,hg/ha,10761
Crops,Goa,Yield,Oats,1977,hg/ha,9425
Crops,Goa,Yield,Oats,1978,hg/ha,9711
Crops,Goa,Yield,Oats,1979,hg/ha,9191
Crops,Goa,Yield,Oats,1980,hg/ha,10012
Crops,Goa,Yield,Oats,1981,hg/ha,10914
Crops,Goa,Yield,Oats,1982,hg/ha,6498
Crops,Goa,Yield,Oats,1983,hg/ha,9760
Crops,Goa,Yield,Oats,1984,hg/ha,9983
Crops,Goa,Yield,Oats,1985,hg/ha,11048
Crops,Goa,Yield,Oats,1986,hg/ha,10596
Crops,Goa,Yield,Oats,1987,hg/ha,12635
Crops,Goa,Yield,Oats,1988,hg/ha,11378
Crops,Goa,Yield,Oats,1989,hg/ha,11696
Crops,Goa,Yield,Oats,1990,hg/ha,9201
Crops,Goa,Yield,Oats,1991,hg/ha,8693
Crops,Goa,Yield,Oats,1992,hg/ha,10470
Crops,Goa,Yield,Oats,1993,hg/ha,9806
Crops,Goa,Yield,Oats,1994,hg/ha,9270
Crops,Goa,Yield,Oats,1995,hg/ha,10951
Crops,Goa,Yield,Oats,1996,hg/ha,13550
Crops,Goa,Yield,Oats,1997,hg/ha,11623
Crops,Goa,Yield,Oats,1998,hg/ha,10976
Crops,Goa,Yield,Oats,1999,hg/ha,13162
Crops,Goa,Yield,Oats,2000,hg/ha,11773
Crops,Goa,Yield,Oats,2001,hg/ha,13298
Crops,Goa,Yield,Oats,2002,hg/ha,11729
Crops,Goa,Yield,Oats,2003,hg/ha,14645
Crops,Goa,Yield,Oats,2004,hg/ha,13238
Crops,Goa,Yield,Oats,2005,hg/ha,14199
Crops,Goa,Yield,Oats,2006,hg/ha,12520
Crops,Goa,Yield,Oats,2007,hg/ha,17363
Crops,Goa,Yield,Oats,2008,hg/ha,20376
Crops,Goa,Yield,Oats,2009,hg/ha,18838
Crops,Goa,Yield,Oats,2010,hg/ha,22776
Crops,Goa,Yield,Oats,2011,hg/ha,21671
Crops,Goa,Yield,Oats,2012,hg/ha,20650
Crops,Goa,Yield,Oats,2013,hg/ha,22861
Crops,Goa,Yield,Oats,2014,hg/ha,18122
Crops,Goa,Yield,Oats,2015,hg/ha,17024
Crops,Goa,Yield,Oats,2016,hg/ha,26435
Crops,Goa,Yield,Oats,2017,hg/ha,16838
Crops,Goa,Yield,Oats,2018,hg/ha,20539
Crops,Goa,Yield,Oats,2019,hg/ha,20542
Crops,Goa,Yield,Potatoes,1961,hg/ha,56485
Crops,Goa,Yield,Potatoes,1962,hg/ha,57792
Crops,Goa,Yield,Potatoes,1963,hg/ha,58451
Crops,Goa,Yield,Potatoes,1964,hg/ha,60564
Crops,Goa,Yield,Potatoes,1965,hg/ha,61598
Crops,Goa,Yield,Potatoes,1966,hg/ha,66669
Crops,Goa,Yield,Potatoes,1967,hg/ha,67450
Crops,Goa,Yield,Potatoes,1968,hg/ha,70855
Crops,Goa,Yield,Potatoes,1969,hg/ha,68152
Crops,Goa,Yield,Potatoes,1970,hg/ha,73940
Crops,Goa,Yield,Potatoes,1971,hg/ha,75958
Crops,Goa,Yield,Potatoes,1972,hg/ha,78515
Crops,Goa,Yield,Potatoes,1973,hg/ha,70868
Crops,Goa,Yield,Potatoes,1974,hg/ha,86968
Crops,Goa,Yield,Potatoes,1975,hg/ha,86539
Crops,Goa,Yield,Potatoes,1976,hg/ha,95047
Crops,Goa,Yield,Potatoes,1977,hg/ha,96866
Crops,Goa,Yield,Potatoes,1978,hg/ha,95302
Crops,Goa,Yield,Potatoes,1979,hg/ha,105536
Crops,Goa,Yield,Potatoes,1980,hg/ha,107107
Crops,Goa,Yield,Potatoes,1981,hg/ha,111835
Crops,Goa,Yield,Potatoes,1982,hg/ha,118067
Crops,Goa,Yield,Potatoes,1983,hg/ha,108037
Crops,Goa,Yield,Potatoes,1984,hg/ha,125766
Crops,Goa,Yield,Potatoes,1985,hg/ha,125401
Crops,Goa,Yield,Potatoes,1986,hg/ha,114020
Crops,Goa,Yield,Potatoes,1987,hg/ha,132362
Crops,Goa,Yield,Potatoes,1988,hg/ha,132735
Crops,Goa,Yield,Potatoes,1989,hg/ha,135867
Crops,Goa,Yield,Potatoes,1990,hg/ha,141084
Crops,Goa,Yield,Potatoes,1991,hg/ha,140264
Crops,Goa,Yield,Potatoes,1992,hg/ha,140432
Crops,Goa,Yield,Potatoes,1993,hg/ha,146090
Crops,Goa,Yield,Potatoes,1994,hg/ha,144802
Crops,Goa,Yield,Potatoes,1995,hg/ha,152304
Crops,Goa,Yield,Potatoes,1996,hg/ha,146506
Crops,Goa,Yield,Potatoes,1997,hg/ha,152748
Crops,Goa,Yield,Potatoes,1998,hg/ha,156439
Crops,Goa,Yield,Potatoes,1999,hg/ha,164604
Crops,Goa,Yield,Potatoes,2000,hg/ha,171813
Crops,Goa,Yield,Potatoes,2001,hg/ha,184997
Crops,Goa,Yield,Potatoes,2002,hg/ha,194038
Crops,Goa,Yield,Potatoes,2003,hg/ha,203425
Crops,Goa,Yield,Potatoes,2004,hg/ha,213525
Crops,Goa,Yield,Potatoes,2005,hg/ha,220095
Crops,Goa,Yield,Potatoes,2006,hg/ha,223802
Crops,Goa,Yield,Potatoes,2007,hg/ha,240356
Crops,Goa,Yield,Potatoes,2008,hg/ha,253729
Crops,Goa,Yield,Potatoes,2009,hg/ha,248299
Crops,Goa,Yield,Potatoes,2010,hg/ha,258859
Crops,Goa,Yield,Potatoes,2011,hg/ha,262528
Crops,Goa,Yield,Potatoes,2012,hg/ha,274457
Crops,Goa,Yield,Potatoes,2013,hg/ha,277517
Crops,Goa,Yield,Potatoes,2014,hg/ha,279410
Crops,Goa,Yield,Potatoes,2015,hg/ha,293159
Crops,Goa,Yield,Potatoes,2016,hg/ha,296622
Crops,Goa,Yield,Potatoes,2017,hg/ha,309411
Crops,Goa,Yield,Potatoes,2018,hg/ha,311762
Crops,Goa,Yield,Potatoes,2019,hg/ha,316838
Crops,Goa,Yield,Rye,1961,hg/ha,7341
Crops,Goa,Yield,Rye,1962,hg/ha,7701
Crops,Goa,Yield,Rye,1963,hg/ha,7227
Crops,Goa,Yield,Rye,1964,hg/ha,8040
Crops,Goa,Yield,Rye,1965,hg/ha,7876
Crops,Goa,Yield,Rye,1966,hg/ha,7755
Crops,Goa,Yield,Rye,1967,hg/ha,7714
