Rainfall - (MM), Year, Statistics, Country, ISO3
186.018,1951, Apr Average, Chhattisgarh, CG
19.5512,1951, May Average, Chhattisgarh, CG
0.07565,1951, Jun Average, Chhattisgarh, CG
0.79435,1951, Jul Average, Chhattisgarh, CG
0.97281,1951, Aug Average, Chhattisgarh, CG
14.9037,1951, Sep Average, Chhattisgarh, CG
75.1694,1951, Oct Average, Chhattisgarh, CG
140.901,1951, Nov Average, Chhattisgarh, CG
211.746,1951, Dec Average, Chhattisgarh, CG
128.237,1952, Jan Average, Chhattisgarh, CG
197.018,1952, Feb Average, Chhattisgarh, CG
127.319,1952, Mar Average, Chhattisgarh, CG
106.871,1952, Apr Average, Chhattisgarh, CG
7.22984,1952, May Average, Chhattisgarh, CG
0.24232,1952, Jun Average, Chhattisgarh, CG
0.18517,1952, Jul Average, Chhattisgarh, CG
1.80341,1952, Aug Average, Chhattisgarh, CG
28.6263,1952, Sep Average, Chhattisgarh, CG
87.7281,1952, Oct Average, Chhattisgarh, CG
177.794,1952, Nov Average, Chhattisgarh, CG
140.664,1952, Dec Average, Chhattisgarh, CG
123.328,1953, Jan Average, Chhattisgarh, CG
135.831,1953, Feb Average, Chhattisgarh, CG
189.881,1953, Mar Average, Chhattisgarh, CG
125.387,1953, Apr Average, Chhattisgarh, CG
20.0448,1953, May Average, Chhattisgarh, CG
0.08011,1953, Jun Average, Chhattisgarh, CG
0.02697,1953, Jul Average, Chhattisgarh, CG
1.40921,1953, Aug Average, Chhattisgarh, CG
12.9479,1953, Sep Average, Chhattisgarh, CG
69.8576,1953, Oct Average, Chhattisgarh, CG
113.616,1953, Nov Average, Chhattisgarh, CG
170.091,1953, Dec Average, Chhattisgarh, CG
116.403,1954, Jan Average, Chhattisgarh, CG
186.84,1954, Feb Average, Chhattisgarh, CG
193.774,1954, Mar Average, Chhattisgarh, CG
147.004,1954, Apr Average, Chhattisgarh, CG
32.5798,1954, May Average, Chhattisgarh, CG
0.03447,1954, Jun Average, Chhattisgarh, CG
0.01908,1954, Jul Average, Chhattisgarh, CG
3.75737,1954, Aug Average, Chhattisgarh, CG
18.6752,1954, Sep Average, Chhattisgarh, CG
65.4543,1954, Oct Average, Chhattisgarh, CG
147.965,1954, Nov Average, Chhattisgarh, CG
168.352,1954, Dec Average, Chhattisgarh, CG
158.923,1955, Jan Average, Chhattisgarh, CG
80.6188,1955, Feb Average, Chhattisgarh, CG
170.385,1955, Mar Average, Chhattisgarh, CG
138.503,1955, Apr Average, Chhattisgarh, CG
28.1973,1955, May Average, Chhattisgarh, CG
0.33431,1955, Jun Average, Chhattisgarh, CG
0.38328,1955, Jul Average, Chhattisgarh, CG
0.51275,1955, Aug Average, Chhattisgarh, CG
15.9637,1955, Sep Average, Chhattisgarh, CG
91.5473,1955, Oct Average, Chhattisgarh, CG
160.212,1955, Nov Average, Chhattisgarh, CG
184.739,1955, Dec Average, Chhattisgarh, CG
173.932,1956, Jan Average, Chhattisgarh, CG
124.265,1956, Feb Average, Chhattisgarh, CG
180.719,1956, Mar Average, Chhattisgarh, CG
167.774,1956, Apr Average, Chhattisgarh, CG
13.1981,1956, May Average, Chhattisgarh, CG
0.17961,1956, Jun Average, Chhattisgarh, CG
0.1891,1956, Jul Average, Chhattisgarh, CG
1.64031,1956, Aug Average, Chhattisgarh, CG
17.6844,1956, Sep Average, Chhattisgarh, CG
41.0608,1956, Oct Average, Chhattisgarh, CG
151.242,1956, Nov Average, Chhattisgarh, CG
128.817,1956, Dec Average, Chhattisgarh, CG
133.371,1957, Jan Average, Chhattisgarh, CG
172.42,1957, Feb Average, Chhattisgarh, CG
229.482,1957, Mar Average, Chhattisgarh, CG
88.4437,1957, Apr Average, Chhattisgarh, CG
10.5693,1957, May Average, Chhattisgarh, CG
0.05829,1957, Jun Average, Chhattisgarh, CG
0.30134,1957, Jul Average, Chhattisgarh, CG
3.61418,1957, Aug Average, Chhattisgarh, CG
26.304,1957, Sep Average, Chhattisgarh, CG
101.033,1957, Oct Average, Chhattisgarh, CG
167.476,1957, Nov Average, Chhattisgarh, CG
204.181,1957, Dec Average, Chhattisgarh, CG
154.468,1958, Jan Average, Chhattisgarh, CG
115.278,1958, Feb Average, Chhattisgarh, CG
132.297,1958, Mar Average, Chhattisgarh, CG
69.0853,1958, Apr Average, Chhattisgarh, CG
5.27112,1958, May Average, Chhattisgarh, CG
0.14274,1958, Jun Average, Chhattisgarh, CG
0.05108,1958, Jul Average, Chhattisgarh, CG
2.97256,1958, Aug Average, Chhattisgarh, CG
22.2171,1958, Sep Average, Chhattisgarh, CG
70.075,1958, Oct Average, Chhattisgarh, CG
139.149,1958, Nov Average, Chhattisgarh, CG
155.953,1958, Dec Average, Chhattisgarh, CG
202.335,1959, Jan Average, Chhattisgarh, CG
179.348,1959, Feb Average, Chhattisgarh, CG
151.966,1959, Mar Average, Chhattisgarh, CG
109.503,1959, Apr Average, Chhattisgarh, CG
19.4963,1959, May Average, Chhattisgarh, CG
0.3975,1959, Jun Average, Chhattisgarh, CG
0.20542,1959, Jul Average, Chhattisgarh, CG
1.95339,1959, Aug Average, Chhattisgarh, CG
18.8572,1959, Sep Average, Chhattisgarh, CG
47.7151,1959, Oct Average, Chhattisgarh, CG
122.251,1959, Nov Average, Chhattisgarh, CG
180.055,1959, Dec Average, Chhattisgarh, CG
120.401,1960, Jan Average, Chhattisgarh, CG
214.676,1960, Feb Average, Chhattisgarh, CG
181.412,1960, Mar Average, Chhattisgarh, CG
136.246,1960, Apr Average, Chhattisgarh, CG
32.9063,1960, May Average, Chhattisgarh, CG
0.74779,1960, Jun Average, Chhattisgarh, CG
0.53639,1960, Jul Average, Chhattisgarh, CG
3.40605,1960, Aug Average, Chhattisgarh, CG
24.1586,1960, Sep Average, Chhattisgarh, CG
62.8731,1960, Oct Average, Chhattisgarh, CG
177.698,1960, Nov Average, Chhattisgarh, CG
167.84,1960, Dec Average, Chhattisgarh, CG
178.553,1961, Jan Average, Chhattisgarh, CG
173.764,1961, Feb Average, Chhattisgarh, CG
192.112,1961, Mar Average, Chhattisgarh, CG
161.45,1961, Apr Average, Chhattisgarh, CG
34.1815,1961, May Average, Chhattisgarh, CG
1.01566,1961, Jun Average, Chhattisgarh, CG
0.36336,1961, Jul Average, Chhattisgarh, CG
0.58832,1961, Aug Average, Chhattisgarh, CG
24.5924,1961, Sep Average, Chhattisgarh, CG
97.1057,1961, Oct Average, Chhattisgarh, CG
177.688,1961, Nov Average, Chhattisgarh, CG
164.481,1961, Dec Average, Chhattisgarh, CG
179.908,1962, Jan Average, Chhattisgarh, CG
166.823,1962, Feb Average, Chhattisgarh, CG
179.747,1962, Mar Average, Chhattisgarh, CG
119.266,1962, Apr Average, Chhattisgarh, CG
7.4837,1962, May Average, Chhattisgarh, CG
0.26213,1962, Jun Average, Chhattisgarh, CG
0.1783,1962, Jul Average, Chhattisgarh, CG
4.50796,1962, Aug Average, Chhattisgarh, CG
27.4625,1962, Sep Average, Chhattisgarh, CG
72.9817,1962, Oct Average, Chhattisgarh, CG
141.707,1962, Nov Average, Chhattisgarh, CG
183.664,1962, Dec Average, Chhattisgarh, CG
144.332,1963, Jan Average, Chhattisgarh, CG
146.496,1963, Feb Average, Chhattisgarh, CG
210.607,1963, Mar Average, Chhattisgarh, CG
134.96,1963, Apr Average, Chhattisgarh, CG
25.026,1963, May Average, Chhattisgarh, CG
0.36504,1963, Jun Average, Chhattisgarh, CG
1.34363,1963, Jul Average, Chhattisgarh, CG
2.55551,1963, Aug Average, Chhattisgarh, CG
18.9234,1963, Sep Average, Chhattisgarh, CG
69.3247,1963, Oct Average, Chhattisgarh, CG
186.367,1963, Nov Average, Chhattisgarh, CG
136.426,1963, Dec Average, Chhattisgarh, CG
185.814,1964, Jan Average, Chhattisgarh, CG
120.003,1964, Feb Average, Chhattisgarh, CG
109.104,1964, Mar Average, Chhattisgarh, CG
59.5231,1964, Apr Average, Chhattisgarh, CG
6.54672,1964, May Average, Chhattisgarh, CG
0.24361,1964, Jun Average, Chhattisgarh, CG
0.07798,1964, Jul Average, Chhattisgarh, CG
7.54583,1964, Aug Average, Chhattisgarh, CG
19.0803,1964, Sep Average, Chhattisgarh, CG
70.1724,1964, Oct Average, Chhattisgarh, CG
119.055,1964, Nov Average, Chhattisgarh, CG
205.184,1964, Dec Average, Chhattisgarh, CG
125.32,1965, Jan Average, Chhattisgarh, CG
148.66,1965, Feb Average, Chhattisgarh, CG
155.264,1965, Mar Average, Chhattisgarh, CG
109.928,1965, Apr Average, Chhattisgarh, CG
4.51826,1965, May Average, Chhattisgarh, CG
0.5564,1965, Jun Average, Chhattisgarh, CG
0.21377,1965, Jul Average, Chhattisgarh, CG
3.15964,1965, Aug Average, Chhattisgarh, CG
36.0767,1965, Sep Average, Chhattisgarh, CG
45.5023,1965, Oct Average, Chhattisgarh, CG
129.285,1965, Nov Average, Chhattisgarh, CG
170.407,1965, Dec Average, Chhattisgarh, CG
176.573,1966, Jan Average, Chhattisgarh, CG
129.86,1966, Feb Average, Chhattisgarh, CG
233.771,1966, Mar Average, Chhattisgarh, CG
133.449,1966, Apr Average, Chhattisgarh, CG
14.191,1966, May Average, Chhattisgarh, CG
2.17894,1966, Jun Average, Chhattisgarh, CG
0.2005,1966, Jul Average, Chhattisgarh, CG
8.8761,1966, Aug Average, Chhattisgarh, CG
29.1932,1966, Sep Average, Chhattisgarh, CG
66.4931,1966, Oct Average, Chhattisgarh, CG
135.689,1966, Nov Average, Chhattisgarh, CG
159.035,1966, Dec Average, Chhattisgarh, CG
166.7,1967, Jan Average, Chhattisgarh, CG
140.97,1967, Feb Average, Chhattisgarh, CG
194.108,1967, Mar Average, Chhattisgarh, CG
157.535,1967, Apr Average, Chhattisgarh, CG
21.4797,1967, May Average, Chhattisgarh, CG
0.95333,1967, Jun Average, Chhattisgarh, CG
0.05215,1967, Jul Average, Chhattisgarh, CG
4.25127,1967, Aug Average, Chhattisgarh, CG
16.4009,1967, Sep Average, Chhattisgarh, CG
69.6712,1967, Oct Average, Chhattisgarh, CG
236.471,1967, Nov Average, Chhattisgarh, CG
177.246,1967, Dec Average, Chhattisgarh, CG
160.274,1968, Jan Average, Chhattisgarh, CG
166.385,1968, Feb Average, Chhattisgarh, CG
212.417,1968, Mar Average, Chhattisgarh, CG
116.916,1968, Apr Average, Chhattisgarh, CG
22.6194,1968, May Average, Chhattisgarh, CG
0.20037,1968, Jun Average, Chhattisgarh, CG
0.35099,1968, Jul Average, Chhattisgarh, CG
1.04771,1968, Aug Average, Chhattisgarh, CG
16.1435,1968, Sep Average, Chhattisgarh, CG
48.8904,1968, Oct Average, Chhattisgarh, CG
166.917,1968, Nov Average, Chhattisgarh, CG
164.938,1968, Dec Average, Chhattisgarh, CG
183.514,1969, Jan Average, Chhattisgarh, CG
181.862,1969, Feb Average, Chhattisgarh, CG
224.328,1969, Mar Average, Chhattisgarh, CG
123.024,1969, Apr Average, Chhattisgarh, CG
15.1405,1969, May Average, Chhattisgarh, CG
0.23452,1969, Jun Average, Chhattisgarh, CG
0.39353,1969, Jul Average, Chhattisgarh, CG
5.06932,1969, Aug Average, Chhattisgarh, CG
14.1209,1969, Sep Average, Chhattisgarh, CG
113.984,1969, Oct Average, Chhattisgarh, CG
163.872,1969, Nov Average, Chhattisgarh, CG
158.645,1969, Dec Average, Chhattisgarh, CG
144.084,1970, Jan Average, Chhattisgarh, CG
148.594,1970, Feb Average, Chhattisgarh, CG
143.753,1970, Mar Average, Chhattisgarh, CG
75.2317,1970, Apr Average, Chhattisgarh, CG
7.8401,1970, May Average, Chhattisgarh, CG
0.391,1970, Jun Average, Chhattisgarh, CG
0.4449,1970, Jul Average, Chhattisgarh, CG
2.89149,1970, Aug Average, Chhattisgarh, CG
21.0243,1970, Sep Average, Chhattisgarh, CG
63.7409,1970, Oct Average, Chhattisgarh, CG
124.31,1970, Nov Average, Chhattisgarh, CG
173.476,1970, Dec Average, Chhattisgarh, CG
149.107,1971, Jan Average, Chhattisgarh, CG
155.127,1971, Feb Average, Chhattisgarh, CG
163.579,1971, Mar Average, Chhattisgarh, CG
113.505,1971, Apr Average, Chhattisgarh, CG
8.88032,1971, May Average, Chhattisgarh, CG
0.13566,1971, Jun Average, Chhattisgarh, CG
0.80136,1971, Jul Average, Chhattisgarh, CG
2.05385,1971, Aug Average, Chhattisgarh, CG
20.1882,1971, Sep Average, Chhattisgarh, CG
52.3111,1971, Oct Average, Chhattisgarh, CG
120.336,1971, Nov Average, Chhattisgarh, CG
141.467,1971, Dec Average, Chhattisgarh, CG
148.06,1972, Jan Average, Chhattisgarh, CG
65.6887,1972, Feb Average, Chhattisgarh, CG
174.727,1972, Mar Average, Chhattisgarh, CG
93.8207,1972, Apr Average, Chhattisgarh, CG
15.066,1972, May Average, Chhattisgarh, CG
0.1436,1972, Jun Average, Chhattisgarh, CG
0.23659,1972, Jul Average, Chhattisgarh, CG
2.1408,1972, Aug Average, Chhattisgarh, CG
18.8577,1972, Sep Average, Chhattisgarh, CG
87.3999,1972, Oct Average, Chhattisgarh, CG
136.386,1972, Nov Average, Chhattisgarh, CG
183.623,1972, Dec Average, Chhattisgarh, CG
206.616,1973, Jan Average, Chhattisgarh, CG
133.354,1973, Feb Average, Chhattisgarh, CG
162.546,1973, Mar Average, Chhattisgarh, CG
90.2243,1973, Apr Average, Chhattisgarh, CG
24.0708,1973, May Average, Chhattisgarh, CG
0.01687,1973, Jun Average, Chhattisgarh, CG
0.36949,1973, Jul Average, Chhattisgarh, CG
0.95371,1973, Aug Average, Chhattisgarh, CG
18.0485,1973, Sep Average, Chhattisgarh, CG
78.7015,1973, Oct Average, Chhattisgarh, CG
153.089,1973, Nov Average, Chhattisgarh, CG
139.667,1973, Dec Average, Chhattisgarh, CG
170.136,1974, Jan Average, Chhattisgarh, CG
119.567,1974, Feb Average, Chhattisgarh, CG
181.989,1974, Mar Average, Chhattisgarh, CG
148.96,1974, Apr Average, Chhattisgarh, CG
16.0793,1974, May Average, Chhattisgarh, CG
0.05642,1974, Jun Average, Chhattisgarh, CG
0.25483,1974, Jul Average, Chhattisgarh, CG
4.8328,1974, Aug Average, Chhattisgarh, CG
14.4073,1974, Sep Average, Chhattisgarh, CG
83.3898,1974, Oct Average, Chhattisgarh, CG
148.218,1974, Nov Average, Chhattisgarh, CG
174.763,1974, Dec Average, Chhattisgarh, CG
160.34,1975, Jan Average, Chhattisgarh, CG
147.855,1975, Feb Average, Chhattisgarh, CG
160.5,1975, Mar Average, Chhattisgarh, CG
113.909,1975, Apr Average, Chhattisgarh, CG
29.9755,1975, May Average, Chhattisgarh, CG
0.34179,1975, Jun Average, Chhattisgarh, CG
0.7875,1975, Jul Average, Chhattisgarh, CG
2.56445,1975, Aug Average, Chhattisgarh, CG
14.1016,1975, Sep Average, Chhattisgarh, CG
56.5999,1975, Oct Average, Chhattisgarh, CG
156.756,1975, Nov Average, Chhattisgarh, CG
150.966,1975, Dec Average, Chhattisgarh, CG
184.777,1976, Jan Average, Chhattisgarh, CG
171.945,1976, Feb Average, Chhattisgarh, CG
182.247,1976, Mar Average, Chhattisgarh, CG
149.004,1976, Apr Average, Chhattisgarh, CG
24.8212,1976, May Average, Chhattisgarh, CG
0.76499,1976, Jun Average, Chhattisgarh, CG
0.13298,1976, Jul Average, Chhattisgarh, CG
3.48133,1976, Aug Average, Chhattisgarh, CG
17.5781,1976, Sep Average, Chhattisgarh, CG
46.9033,1976, Oct Average, Chhattisgarh, CG
111.11,1976, Nov Average, Chhattisgarh, CG
185.831,1976, Dec Average, Chhattisgarh, CG
155.609,1977, Jan Average, Chhattisgarh, CG
138.724,1977, Feb Average, Chhattisgarh, CG
207.258,1977, Mar Average, Chhattisgarh, CG
131.875,1977, Apr Average, Chhattisgarh, CG
15.3696,1977, May Average, Chhattisgarh, CG
0.45382,1977, Jun Average, Chhattisgarh, CG
0.6164,1977, Jul Average, Chhattisgarh, CG
4.84825,1977, Aug Average, Chhattisgarh, CG
31.7103,1977, Sep Average, Chhattisgarh, CG
74.7767,1977, Oct Average, Chhattisgarh, CG
142.973,1977, Nov Average, Chhattisgarh, CG
180.702,1977, Dec Average, Chhattisgarh, CG
108.05,1978, Jan Average, Chhattisgarh, CG
140.614,1978, Feb Average, Chhattisgarh, CG
154.276,1978, Mar Average, Chhattisgarh, CG
118.832,1978, Apr Average, Chhattisgarh, CG
8.36514,1978, May Average, Chhattisgarh, CG
0.1614,1978, Jun Average, Chhattisgarh, CG
0.10948,1978, Jul Average, Chhattisgarh, CG
8.98312,1978, Aug Average, Chhattisgarh, CG
30.5069,1978, Sep Average, Chhattisgarh, CG
77.5667,1978, Oct Average, Chhattisgarh, CG
207.757,1978, Nov Average, Chhattisgarh, CG
150.906,1978, Dec Average, Chhattisgarh, CG
187.976,1979, Jan Average, Chhattisgarh, CG
169.976,1979, Feb Average, Chhattisgarh, CG
183.014,1979, Mar Average, Chhattisgarh, CG
79.2526,1979, Apr Average, Chhattisgarh, CG
20.401,1979, May Average, Chhattisgarh, CG
0.28799,1979, Jun Average, Chhattisgarh, CG
1.03107,1979, Jul Average, Chhattisgarh, CG
7.74984,1979, Aug Average, Chhattisgarh, CG
12.0297,1979, Sep Average, Chhattisgarh, CG
72.1828,1979, Oct Average, Chhattisgarh, CG
174.864,1979, Nov Average, Chhattisgarh, CG
179.261,1979, Dec Average, Chhattisgarh, CG
119.188,1980, Jan Average, Chhattisgarh, CG
169.31,1980, Feb Average, Chhattisgarh, CG
139.388,1980, Mar Average, Chhattisgarh, CG
92.7015,1980, Apr Average, Chhattisgarh, CG
21.4987,1980, May Average, Chhattisgarh, CG
0.5233,1980, Jun Average, Chhattisgarh, CG
1.57552,1980, Jul Average, Chhattisgarh, CG
3.24717,1980, Aug Average, Chhattisgarh, CG
29.1364,1980, Sep Average, Chhattisgarh, CG
52.5223,1980, Oct Average, Chhattisgarh, CG
123.392,1980, Nov Average, Chhattisgarh, CG
131.816,1980, Dec Average, Chhattisgarh, CG
148.102,1981, Jan Average, Chhattisgarh, CG
138.167,1981, Feb Average, Chhattisgarh, CG
135.101,1981, Mar Average, Chhattisgarh, CG
44.5265,1981, Apr Average, Chhattisgarh, CG
4.79277,1981, May Average, Chhattisgarh, CG
0.42171,1981, Jun Average, Chhattisgarh, CG
0.0549,1981, Jul Average, Chhattisgarh, CG
7.8021,1981, Aug Average, Chhattisgarh, CG
14.1328,1981, Sep Average, Chhattisgarh, CG
59.5053,1981, Oct Average, Chhattisgarh, CG
105.408,1981, Nov Average, Chhattisgarh, CG
141.226,1981, Dec Average, Chhattisgarh, CG
98.992,1982, Jan Average, Chhattisgarh, CG
164.451,1982, Feb Average, Chhattisgarh, CG
143.22,1982, Mar Average, Chhattisgarh, CG
117.882,1982, Apr Average, Chhattisgarh, CG
7.22685,1982, May Average, Chhattisgarh, CG
0.34237,1982, Jun Average, Chhattisgarh, CG
0.22785,1982, Jul Average, Chhattisgarh, CG
1.23734,1982, Aug Average, Chhattisgarh, CG
24.4446,1982, Sep Average, Chhattisgarh, CG
81.9271,1982, Oct Average, Chhattisgarh, CG
137.821,1982, Nov Average, Chhattisgarh, CG
132.281,1982, Dec Average, Chhattisgarh, CG
167.332,1983, Jan Average, Chhattisgarh, CG
141.081,1983, Feb Average, Chhattisgarh, CG
124.778,1983, Mar Average, Chhattisgarh, CG
79.387,1983, Apr Average, Chhattisgarh, CG
8.78122,1983, May Average, Chhattisgarh, CG
1.52438,1983, Jun Average, Chhattisgarh, CG
0.34154,1983, Jul Average, Chhattisgarh, CG
0.55653,1983, Aug Average, Chhattisgarh, CG
15.2123,1983, Sep Average, Chhattisgarh, CG
67.3607,1983, Oct Average, Chhattisgarh, CG
126.826,1983, Nov Average, Chhattisgarh, CG
140.618,1983, Dec Average, Chhattisgarh, CG
138.916,1984, Jan Average, Chhattisgarh, CG
142.821,1984, Feb Average, Chhattisgarh, CG
163.125,1984, Mar Average, Chhattisgarh, CG
92.5564,1984, Apr Average, Chhattisgarh, CG
23.1222,1984, May Average, Chhattisgarh, CG
0.16682,1984, Jun Average, Chhattisgarh, CG
0.27617,1984, Jul Average, Chhattisgarh, CG
1.31163,1984, Aug Average, Chhattisgarh, CG
22.2256,1984, Sep Average, Chhattisgarh, CG
80.781,1984, Oct Average, Chhattisgarh, CG
113.779,1984, Nov Average, Chhattisgarh, CG
95.9027,1984, Dec Average, Chhattisgarh, CG
122.798,1985, Jan Average, Chhattisgarh, CG
130.828,1985, Feb Average, Chhattisgarh, CG
183.203,1985, Mar Average, Chhattisgarh, CG
106.567,1985, Apr Average, Chhattisgarh, CG
26.7442,1985, May Average, Chhattisgarh, CG
0.44523,1985, Jun Average, Chhattisgarh, CG
0.59675,1985, Jul Average, Chhattisgarh, CG
1.26736,1985, Aug Average, Chhattisgarh, CG
21.7999,1985, Sep Average, Chhattisgarh, CG
78.903,1985, Oct Average, Chhattisgarh, CG
103.38,1985, Nov Average, Chhattisgarh, CG
141.199,1985, Dec Average, Chhattisgarh, CG
136.498,1986, Jan Average, Chhattisgarh, CG
180.589,1986, Feb Average, Chhattisgarh, CG
221.661,1986, Mar Average, Chhattisgarh, CG
115.993,1986, Apr Average, Chhattisgarh, CG
9.84924,1986, May Average, Chhattisgarh, CG
0.57336,1986, Jun Average, Chhattisgarh, CG
0.06781,1986, Jul Average, Chhattisgarh, CG
3.28967,1986, Aug Average, Chhattisgarh, CG
28.1822,1986, Sep Average, Chhattisgarh, CG
138.325,1986, Oct Average, Chhattisgarh, CG
155.902,1986, Nov Average, Chhattisgarh, CG
116.456,1986, Dec Average, Chhattisgarh, CG
117.405,1987, Jan Average, Chhattisgarh, CG
166.7,1987, Feb Average, Chhattisgarh, CG
164.68,1987, Mar Average, Chhattisgarh, CG
55.4882,1987, Apr Average, Chhattisgarh, CG
15.2398,1987, May Average, Chhattisgarh, CG
0.08083,1987, Jun Average, Chhattisgarh, CG
0.42106,1987, Jul Average, Chhattisgarh, CG
1.83489,1987, Aug Average, Chhattisgarh, CG
32.0182,1987, Sep Average, Chhattisgarh, CG
77.3651,1987, Oct Average, Chhattisgarh, CG
139.742,1987, Nov Average, Chhattisgarh, CG
157.117,1987, Dec Average, Chhattisgarh, CG
181.573,1988, Jan Average, Chhattisgarh, CG
131.558,1988, Feb Average, Chhattisgarh, CG
139.178,1988, Mar Average, Chhattisgarh, CG
131.474,1988, Apr Average, Chhattisgarh, CG
14.665,1988, May Average, Chhattisgarh, CG
1.08596,1988, Jun Average, Chhattisgarh, CG
0.40094,1988, Jul Average, Chhattisgarh, CG
6.16253,1988, Aug Average, Chhattisgarh, CG
16.3486,1988, Sep Average, Chhattisgarh, CG
79.9292,1988, Oct Average, Chhattisgarh, CG
143.29,1988, Nov Average, Chhattisgarh, CG
215.549,1988, Dec Average, Chhattisgarh, CG
172.352,1989, Jan Average, Chhattisgarh, CG
143.764,1989, Feb Average, Chhattisgarh, CG
163.869,1989, Mar Average, Chhattisgarh, CG
135.13,1989, Apr Average, Chhattisgarh, CG
21.1264,1989, May Average, Chhattisgarh, CG
0.24858,1989, Jun Average, Chhattisgarh, CG
0.2228,1989, Jul Average, Chhattisgarh, CG
2.74941,1989, Aug Average, Chhattisgarh, CG
16.0128,1989, Sep Average, Chhattisgarh, CG
51.978,1989, Oct Average, Chhattisgarh, CG
82.7321,1989, Nov Average, Chhattisgarh, CG
108.289,1989, Dec Average, Chhattisgarh, CG
170.838,1990, Jan Average, Chhattisgarh, CG
133.565,1990, Feb Average, Chhattisgarh, CG
149.001,1990, Mar Average, Chhattisgarh, CG
102.519,1990, Apr Average, Chhattisgarh, CG
23.0185,1990, May Average, Chhattisgarh, CG
0.68636,1990, Jun Average, Chhattisgarh, CG
0.74922,1990, Jul Average, Chhattisgarh, CG
3.26491,1990, Aug Average, Chhattisgarh, CG
23.7366,1990, Sep Average, Chhattisgarh, CG
89.1293,1990, Oct Average, Chhattisgarh, CG
124.54,1990, Nov Average, Chhattisgarh, CG
145.504,1990, Dec Average, Chhattisgarh, CG
184.642,1991, Jan Average, Chhattisgarh, CG
127.503,1991, Feb Average, Chhattisgarh, CG
143.396,1991, Mar Average, Chhattisgarh, CG
83.4912,1991, Apr Average, Chhattisgarh, CG
15.6442,1991, May Average, Chhattisgarh, CG
0.40699,1991, Jun Average, Chhattisgarh, CG
0.63237,1991, Jul Average, Chhattisgarh, CG
3.74634,1991, Aug Average, Chhattisgarh, CG
24.9352,1991, Sep Average, Chhattisgarh, CG
70.3843,1991, Oct Average, Chhattisgarh, CG
179.789,1991, Nov Average, Chhattisgarh, CG
183.416,1991, Dec Average, Chhattisgarh, CG
159.183,1992, Jan Average, Chhattisgarh, CG
128.672,1992, Feb Average, Chhattisgarh, CG
88.2652,1992, Mar Average, Chhattisgarh, CG
76.8235,1992, Apr Average, Chhattisgarh, CG
19.2324,1992, May Average, Chhattisgarh, CG
0.26917,1992, Jun Average, Chhattisgarh, CG
0.26298,1992, Jul Average, Chhattisgarh, CG
1.26027,1992, Aug Average, Chhattisgarh, CG
13.8122,1992, Sep Average, Chhattisgarh, CG
58.4598,1992, Oct Average, Chhattisgarh, CG
133.843,1992, Nov Average, Chhattisgarh, CG
133.313,1992, Dec Average, Chhattisgarh, CG
162.26,1993, Jan Average, Chhattisgarh, CG
171.09,1993, Feb Average, Chhattisgarh, CG
152.263,1993, Mar Average, Chhattisgarh, CG
104.077,1993, Apr Average, Chhattisgarh, CG
11.8593,1993, May Average, Chhattisgarh, CG
0.13475,1993, Jun Average, Chhattisgarh, CG
0.10895,1993, Jul Average, Chhattisgarh, CG
1.12722,1993, Aug Average, Chhattisgarh, CG
20.7101,1993, Sep Average, Chhattisgarh, CG
60.3061,1993, Oct Average, Chhattisgarh, CG
135.462,1993, Nov Average, Chhattisgarh, CG
133.257,1993, Dec Average, Chhattisgarh, CG
157.371,1994, Jan Average, Chhattisgarh, CG
130.385,1994, Feb Average, Chhattisgarh, CG
109.589,1994, Mar Average, Chhattisgarh, CG
73.1467,1994, Apr Average, Chhattisgarh, CG
13.6443,1994, May Average, Chhattisgarh, CG
0.14144,1994, Jun Average, Chhattisgarh, CG
0.31993,1994, Jul Average, Chhattisgarh, CG
1.80629,1994, Aug Average, Chhattisgarh, CG
11.4906,1994, Sep Average, Chhattisgarh, CG
86.8802,1994, Oct Average, Chhattisgarh, CG
138.875,1994, Nov Average, Chhattisgarh, CG
138.321,1994, Dec Average, Chhattisgarh, CG
96.6659,1995, Jan Average, Chhattisgarh, CG
131.105,1995, Feb Average, Chhattisgarh, CG
136.342,1995, Mar Average, Chhattisgarh, CG
78.7643,1995, Apr Average, Chhattisgarh, CG
15.984,1995, May Average, Chhattisgarh, CG
0.13654,1995, Jun Average, Chhattisgarh, CG
0.04776,1995, Jul Average, Chhattisgarh, CG
3.2509,1995, Aug Average, Chhattisgarh, CG
18.1425,1995, Sep Average, Chhattisgarh, CG
83.9862,1995, Oct Average, Chhattisgarh, CG
124.775,1995, Nov Average, Chhattisgarh, CG
132.417,1995, Dec Average, Chhattisgarh, CG
174.718,1996, Jan Average, Chhattisgarh, CG
129.692,1996, Feb Average, Chhattisgarh, CG
135.48,1996, Mar Average, Chhattisgarh, CG
86.6566,1996, Apr Average, Chhattisgarh, CG
13.2301,1996, May Average, Chhattisgarh, CG
0.38785,1996, Jun Average, Chhattisgarh, CG
0.49471,1996, Jul Average, Chhattisgarh, CG
2.34591,1996, Aug Average, Chhattisgarh, CG
18.9094,1996, Sep Average, Chhattisgarh, CG
60.189,1996, Oct Average, Chhattisgarh, CG
131.503,1996, Nov Average, Chhattisgarh, CG
133.333,1996, Dec Average, Chhattisgarh, CG
182.588,1997, Jan Average, Chhattisgarh, CG
163.369,1997, Feb Average, Chhattisgarh, CG
